1,1,22.76,78.97,28.139999999999997,24.210000000000008,1,1,1.0
1,2,32.39,159.48,25.019999999999996,21.110000000000014,1,1,1.0
1,3,61.4,191.66,23.259999999999998,20.439999999999998,1,1,1.0
1,4,82.05,234.06,23.299999999999997,18.849999999999994,1,1,1.0
1,5,15.34,434.3,25.16,18.120000000000005,1,1,1.0
1,6,65.87,490.61,25.909999999999997,19.899999999999977,1,1,1.0
1,7,133.67,299.1,23.330000000000013,14.549999999999955,1,1,1.0
1,8,183.41,236.94,21.460000000000008,16.75999999999999,1,1,1.0
1,9,279.48,336.42,19.109999999999957,17.539999999999964,1,1,1.0
1,10,311.16,247.94,18.589999999999975,14.920000000000016,1,1,1.0
1,11,381.32,312.86,20.939999999999998,17.019999999999982,1,1,1.0
1,12,242.05,173.59,20.159999999999968,18.590000000000003,1,1,1.0
1,13,192.31,105.0,23.30000000000001,17.28,1,1,1.0
1,14,342.31,151.34,21.730000000000018,17.829999999999984,1,1,1.0
1,15,454.88,119.93,23.30000000000001,19.889999999999986,1,1,1.0
1,16,433.15,230.4,18.32000000000005,14.159999999999997,1,1,1.0
1,17,487.14,286.4,20.420000000000016,19.170000000000016,1,1,1.0
1,18,543.37,179.28,21.049999999999955,17.599999999999994,1,1,1.0
1,19,564.42,190.59,24.190000000000055,17.909999999999997,1,1,1.0
1,20,593.0,261.59,22.940000000000055,17.28000000000003,1,1,1.0
1,21,84.04,72.13,27.00999999999999,21.960000000000008,1,1,1.0
1,22,87.18,50.77,25.439999999999998,17.9,1,1,1.0
1,23,142.78,26.55,25.129999999999995,18.88,1,1,1.0
1,24,142.15,49.2,26.650000000000006,20.099999999999994,1,1,1.0
1,25,204.04,24.07,25.76000000000002,16.65,1,1,1.0
1,26,213.2,41.66,29.480000000000018,18.85,1,1,1.0
1,27,280.37,49.2,21.05000000000001,17.89999999999999,1,1,1.0
1,28,416.08,43.2,23.879999999999995,18.25,1,1,1.0
1,29,273.46,15.59,25.450000000000045,20.73,1,1,1.0
1,30,358.91,27.84,21.66999999999996,17.59,1,1,1.0
1,31,346.34,3.93,30.470000000000027,20.14,1,1,1.0
1,32,261.84,0.51,19.160000000000025,13.82,1,1,1.0
1,33,245.82,0.0,19.79000000000002,13.39,1,1,1.0
1,34,327.18,0.0,18.21999999999997,6.79,1,1,1.0
1,35,487.56,37.73,23.0,21.110000000000007,1,1,1.0
1,36,574.26,32.45,24.129999999999995,20.729999999999997,1,1,1.0
1,37,531.29,117.64,22.24000000000001,18.85000000000001,1,1,1.0
1,38,624.78,99.17,15.220000000000027,17.72,1,1,1.0
1,39,615.35,118.02,24.50999999999999,21.489999999999995,1,1,1.0
1,40,416.84,482.75,22.170000000000016,14.930000000000007,1,1,1.0
1,41,518.62,455.16,24.879999999999995,20.349999999999966,1,1,1.0
1,42,633.52,438.87,6.480000000000018,17.639999999999986,1,1,1.0
1,43,309.63,504.46,24.430000000000007,7.5400000000000205,1,1,1.0
1,44,175.03,360.24,22.50999999999999,19.370000000000005,1,1,1.0
2,1,23.85,78.57,28.14,24.210000000000008,1,1,1.0
2,2,32.32,158.9,25.009999999999998,21.109999999999985,1,1,1.0
2,3,61.42,191.22,23.349999999999994,20.53,1,1,1.0
2,4,81.72,233.85,23.299999999999997,18.840000000000003,1,1,1.0
2,5,14.47,433.79,25.240000000000002,18.109999999999957,1,1,1.0
2,6,64.78,490.31,25.92,19.889999999999986,1,1,1.0
2,7,133.02,298.85,23.409999999999997,14.759999999999991,1,1,1.0
2,8,183.41,236.51,21.460000000000008,16.75,1,1,1.0
2,9,278.65,336.64,19.110000000000014,17.54000000000002,1,1,1.0
2,10,311.01,247.54,18.590000000000032,14.919999999999987,1,1,1.0
2,11,380.7,313.29,20.939999999999998,17.019999999999982,1,1,1.0
2,12,241.51,173.74,20.150000000000034,18.579999999999984,1,1,1.0
2,13,192.13,105.0,23.30000000000001,17.28,1,1,1.0
2,14,342.02,151.7,21.730000000000018,17.830000000000013,1,1,1.0
2,15,454.55,120.65,23.30000000000001,19.900000000000006,1,1,1.0
2,16,433.37,229.86,18.319999999999993,14.159999999999997,1,1,1.0
2,17,486.56,286.98,20.420000000000016,19.16999999999996,1,1,1.0
2,18,543.44,178.96,21.049999999999955,17.590000000000003,1,1,1.0
2,19,564.2,191.35,24.18999999999994,17.909999999999997,1,1,1.0
